"word","participant","ID","trial","condition","wordCount","segmentCount","duration","duration_noSilence","voiced","voiced_noSilence","amEnvDep_mean","amEnvDep_sd","amEnvFreq_mean","amEnvFreq_sd","ampl_mean","ampl_sd","ampl_noSilence_mean","ampl_noSilence_sd","entropy_mean","entropy_sd","entropySh_mean","entropySh_sd","f1_freq_mean","f1_freq_sd","f1_width_mean","f1_width_sd","f2_freq_mean","f2_freq_sd","f2_width_mean","f2_width_sd","f3_freq_mean","f3_freq_sd","f3_width_mean","f3_width_sd","loudness_mean","loudness_sd","novelty_mean","novelty_sd","peakFreq_mean","peakFreq_sd","quartile25_mean","quartile25_sd","quartile50_mean","quartile50_sd","quartile75_mean","quartile75_sd","specCentroid_mean","specCentroid_sd","specSlope_mean","specSlope_sd","Dist_mean","category"
"angry","p62","p62_t46_s3","t46","v","w121","s3",0.398458049886621,0.34922902494331,0,0,0.200206210828418,0.0128557272248238,53.4790263084603,9.64701409954118,0.00712428479062056,0.00563932549682764,0.0079126959919165,0.00552496280231454,0.737602245695298,0.15165443950435,0.866759499558959,0.0729790401285346,1042.54246376812,162.833229901077,221.219868624364,123.999597253837,1592.92144927536,197.08528790763,243.008525212468,133.023891786302,2126.42028985507,358.147184724919,207.911465040812,121.703644907788,2.06078022815399,0.845594669278479,0.0612015900698271,0.0857147993189647,284.703557312253,101.141638271604,178.666007905138,59.2193805128287,255.652173913043,60.8597218042833,351.521739130435,61.0704312233349,258.975009065519,36.4436090913839,6.35051260618939,29.386247374646,1373.78451191087,"emotion/valence"
"angry","p62","p62_t46_s1","t46","v","w121","s1",0.406530612244898,0.34922902494331,0,0,0.254458775646914,0.00312549800075776,145.497073953241,0.616065254803256,0.0172603727723512,0.0122206194921577,0.0194934217575606,0.0116866884653294,0.774505688008311,0.150836400281162,0.879869325114897,0.0722011933030336,697.084927536232,209.153881927547,213.894102134569,118.579475593744,1424.23913043478,206.42094470038,171.21576521854,114.362146023364,1900.84855072464,592.972832157832,253.011031609558,133.711706101228,3.64613684210432,1.49970012520007,0.0713980874035434,0.0910187107822199,358.784584980237,81.3629438817417,199.001976284585,55.6789699341279,297.776679841897,61.9060974108479,382.025691699605,43.0591901343157,280.821164791925,29.8844598520255,19.5082258932933,24.3904537063799,1373.78451191087,"emotion/valence"
"angry","p43","p43_t40_s3","t40","v","w121","s3",0.54968253968254,0.548775510204082,0,0,0.153609560273346,0.0246054246209683,141.719158144559,48.1525416829835,0.040904136440169,0.0121712022632798,0.040904136440169,0.0121712022632798,0.689724410294683,0.129764267731957,0.835222271625776,0.0806466645277104,669.135137614679,83.6207355289198,174.115413188346,103.295402242891,1272.44944954128,370.123088762211,227.240538069408,138.791269706623,2274.97513761468,1081.65694826538,253.428952194688,127.009627651218,4.10335975657118,0.750109723817034,0.16430020814689,0.134148211044008,319.072143452877,96.6028717510026,195.85696413678,67.3524304969829,285.969557964971,74.4876492883531,367.806505421184,54.6505841549038,277.157646079758,43.4609817791877,20.0968839448856,35.282312748289,1059.47866732559,"emotion/valence"
"angry","p80","p80_t12_s6","t12","v","w121","s6",0.177800453514739,0.174625850340136,0,0,1,0,11.4545454545455,0,0.0379936696250277,0.021342398947941,0.0379936696250277,0.021342398947941,0.841801231782678,0.0960595561039361,0.916526528701631,0.0431128208717121,381.657352941176,301.939659437553,147.063097495732,106.318245059996,1821.15647058824,697.269096607713,356.512966837498,135.868593646647,2914.13411764706,799.247356773736,332.526901189886,119.940945611298,2.7224991366917,1.09653686497532,0.0440472650355039,0.110901580990487,209.298128342246,71.3749172456103,150.340909090909,50.8672671692827,226.985294117647,44.8828827964264,306.577540106952,42.3159877127388,234.698619676318,27.4349228648226,-12.8399347398921,28.21829431728,1026.33241107639,"emotion/valence"
"angry","p80","p80_t12_s1","t12","v","w121","s1",0.0971428571428571,0.0748526077097505,0,0,1,0,21.1004784688995,0,0.0135889789512645,0.0141784236872971,0.0187140496529816,0.0149828354785773,0.786788607633554,0.101488397901592,0.875806955564399,0.0553269897370088,822.894166666667,414.004581253931,321.821152244716,148.163528930597,1860.08083333333,377.951398425736,341.905499060348,126.422531101784,2800.035,439.5813882341,314.674718590287,130.173176403254,3.31537605720372,1.0640528240484,0.178669209673279,0.123738930519019,309.034090909091,124.293084666617,200.454545454545,74.0227466207531,283.977272727273,93.9567404894186,342.443181818182,79.4763646237622,263.375901136055,53.8775016788022,4.13233509466759,43.2328454741173,1026.33241107639,"emotion/valence"
"angry","p56","p56_t45_s5","t45","v","w121","s5",0.0758049886621315,0.0748526077097505,0,0,1,0,28.6363636363636,0,0.0323797377698821,0.0154017349564468,0.0323797377698821,0.0154017349564468,0.620445677806985,0.140533472452631,0.795364978716378,0.0682461250363975,280.107857142857,41.7280146034682,79.2827981016803,27.5122786768433,2465.29285714286,739.592095575232,333.930880330682,127.762182754596,4838.78714285714,1569.1196957404,385.21166936222,142.638147014326,1.46822177057863,0.403901324612386,0.118488632321036,0.16122079668464,207.613636363636,26.7868653825863,157.5,51.4719755992667,207.613636363636,26.7868653825863,264.886363636363,49.8375260730891,213.244985328592,18.6606694807081,-45.0179379375712,27.4999162715191,1259.70834315102,"emotion/valence"
"angry","p56","p56_t45_s1","t45","v","w121","s1",0.139727891156463,0.0249659863945578,0,0,1,0,14.8484848484848,0,0.00424027985132217,0.00517186237137288,0.0135429133380424,0.00897033106308254,0.789576502516375,0.15043995756057,0.88926088946443,0.0728197554762803,1685.3725,26.9446400050177,162.18877820111,54.2307709180308,2791.2125,758.862318666349,354.759596330186,130.367048885554,4175.82,775.821614676982,306.694554096863,114.626035903255,5.09007316974504,1.95346277625217,0.245115430514837,0.162655235213692,225.511363636363,126.116552498273,125.284090909091,50.113636363636,200.454545454545,0,375.852272727273,50.1136363636365,236.561857567229,13.7210367957442,-11.6985197354492,10.0554578811082,1259.70834315102,"emotion/valence"
"angry","p43","p43_t40_s1","t40","v","w121","s1",0.0688888888888889,0.064875283446712,0,0,1,0,30.8391608391608,0,0.0885490273800682,0.0585620502522855,0.0885490273800682,0.0585620502522855,0.791077913311225,0.116639203031477,0.871277595149295,0.064815847324201,787.786666666667,389.731840450079,144.596268592112,104.153378017977,1355.37666666667,135.921659210091,154.040134031005,151.332410634749,2344.75666666667,1118.46015360676,399.437769398957,142.577681112777,5.45562303344708,2.49140779812719,0.19060310127282,0.09959736753388,300.681818181818,148.045493241506,167.045454545454,49.3484977471685,283.977272727273,93.9567404894186,359.147727272727,67.0077373247481,262.89338127985,53.2537394296952,3.23880421405122,40.8728812974086,1059.47866732559,"emotion/valence"
"angry","p43","p43_t40_s2","t40","v","w121","s2",0.791859410430839,0.778253968253968,0,0,0.168408122262921,0.0247551090557402,163.236443156177,27.2793294718097,0.0478923119150562,0.0257285922307461,0.0484148123770945,0.0254749207952037,0.784468167617197,0.145264614186075,0.885061495302712,0.069092940459477,719.368774193548,169.421945102321,162.400575783559,118.257271897147,1321.56025806452,223.369445354809,233.437906235815,131.71750279829,2065.20316129032,835.75095726993,263.146121197874,149.579378202244,5.40549509816882,1.84504293394057,0.164467055461869,0.150744041604116,292.922287390029,110.466030683422,168.123167155425,64.5471841080071,260.590909090909,61.0834512493273,352.412023460411,65.9659730273169,258.725649955352,40.0841287654394,4.71477494298074,33.168148741308,1059.47866732559,"emotion/valence"
"angry","p80","p80_t12_s10","t12","v","w121","s10",0.614285714285714,0.35920634920635,0,0,0.294865737542483,0.0136484739778454,75.362878028475,1.1629218797836,0.0621155681512625,0.0580415834531926,0.101964151054301,0.047307712730472,0.78703863936129,0.144835085934428,0.89200378461161,0.0608288324057766,627.549420289855,227.705894314445,214.661956382635,116.126457483702,1479.84739130435,458.696681144626,203.042435859858,124.745421207571,2312.39086956522,821.442221783519,288.472363567094,140.415695756756,11.4411773363173,4.1054257687899,0.0610698790173828,0.100690765293641,335.543478260869,85.6447193527603,201.907114624506,36.4336562121059,283.250988142292,54.2375767408356,377.667984189723,42.6093429597214,279.624949879734,26.6349371572344,24.0992374914153,22.6737860319872,1026.33241107639,"emotion/valence"
