p0_t59_v_w95_stone-rock	s1 	 0.8375772389413132 	 1.3314189871386872 	493.842
p0_t59_v_w95_stone-rock	p 	 1.3314189871386872 	 1.4864748981085287 	155.056
p0_t59_v_w95_stone-rock	s2 	 1.4864748981085287 	 1.6585598564117188 	172.085
p0_t59_v_w95_stone-rock	p 	 1.6585598564117188 	 1.9816071921668874 	323.047
p0_t59_v_w95_stone-rock	s3 	 1.9816071921668874 	 2.1655286819935773 	183.921
p0_t59_v_w95_stone-rock	p 	 2.1655286819935773 	 2.4004065114920174 	234.878
p0_t59_v_w95_stone-rock	s4 	 2.4004065114920174 	 2.5861490061684766 	185.742
p0_t59_v_w95_stone-rock	p 	 2.5861490061684766 	 2.8572786593250186 	271.130
p0_t59_v_w95_stone-rock	s5 	 2.8572786593250186 	 3.1905225468327836 	333.244
p10_t27_v_w4_bird	s1 	 0.6775682679029971 	 0.8062917821104043 	128.724
p10_t27_v_w4_bird	s2 	 0.8062917821104043 	 1.2718874717967705 	465.596
p10_t27_v_w4_bird	s3 	 1.2718874717967705 	 1.4115661787026805 	139.679
p10_t27_v_w4_bird	s4 	 1.4115661787026805 	 1.9648034099770688 	553.237
p10_t34_v_w124_happy	s1 	 0.48249238710444947 	 0.9310278784345674 	448.535
p10_t34_v_w124_happy	s2 	 0.9310278784345674 	 1.1597365695583401 	228.709
p10_t34_v_w124_happy	s3 	 1.1597365695583401 	 1.4506184971041096 	290.882
p10_t34_v_w124_happy	s4 	 1.4506184971041096 	 1.5838468608655307 	133.228
p10_t34_v_w124_happy	s5 	 1.5838468608655307 	 2.0390437703837194 	455.197
p11_t45_v_w7_fly	s1 	 0.449793263350973 	 1.4800561020271656 	1030.263
p11_t45_v_w7_fly	p 	 1.4800561020271656 	 1.6783085725610702 	198.252
p11_t45_v_w7_fly	s2 	 1.6783085725610702 	 2.581819831715586 	903.511
p12_t14_v_w123_disgusted	s1 	 1.1120798882243421 	 1.9969483465860607 	884.868
p12_t14_v_w123_disgusted	s2 	 1.9969483465860607 	 2.773736390370399 	776.788
p12_t14_v_w123_disgusted	s3 	 2.773736390370399 	 3.498775743916932 	725.039
p12_t2_v_w108_cat	s1 	 0.4745168987080749 	 0.5403832189312076 	65.866
p12_t2_v_w108_cat	s2 	 0.5403832189312076 	 0.6538975154859681 	113.514
p12_t2_v_w108_cat	s3 	 0.6538975154859681 	 1.0939405910192375 	440.043
p12_t2_v_w108_cat	s4 	 1.0939405910192375 	 1.5087582673181157 	414.818
p12_t2_v_w108_cat	p 	 1.5087582673181157 	 1.7464307582555243 	237.672
p12_t2_v_w108_cat	s5 	 1.7464307582555243 	 1.8663489712122647 	119.918
p12_t2_v_w108_cat	s6 	 1.8663489712122647 	 1.9585937504097573 	92.245
p12_t2_v_w108_cat	s7 	 1.9585937504097573 	 2.0923486802461215 	133.755
p12_t2_v_w108_cat	s8 	 2.0923486802461215 	 2.399062571077784 	306.714
p12_t2_v_w108_cat	s9 	 2.399062571077784 	 2.5996949658323305 	200.632
p13_t52_v_w89_egg	s1 	 1.119228355500608 	 1.2476015401227405 	128.373
p13_t52_v_w89_egg	p 	 1.2476015401227405 	 1.4570525255588516 	209.451
p13_t52_v_w89_egg	s2 	 1.4570525255588516 	 1.5720872216953738 	115.035
p13_t52_v_w89_egg	p 	 1.5720872216953738 	 2.097752764201826 	525.666
p13_t52_v_w89_egg	s3 	 2.097752764201826 	 2.48540599934366 	387.653
p14_t41_v_w95_stone-rock	s1 	 1.822691161078554 	 1.976686851817965 	153.996
p14_t45_v_w88_ash	s1 	 0.9491489431493904 	 1.160122503452322 	210.974
p14_t45_v_w88_ash	p 	 1.160122503452322 	 1.3978863571270541 	237.764
p14_t45_v_w88_ash	s2 	 1.3978863571270541 	 1.716021090917189 	318.135
